object_id	object_lat	object_lon	object_date	object_time	object_link	object_depth_min	object_depth_max	object_annotation_status	object_annotation_person_name	object_annotation_person_email	object_annotation_date	object_annotation_time	object_annotation_category	object_annotation_hierarchy	complement_info	object_valid_set	object_class	sample_id	sample_dataportal_descriptor	sample_profileid	sample_cruise	sample_ship	sample_stationid	process_id	acq_id	acq_instrument	objid	processid_internal	acq_id_internal	sample_id_internal	classif_id	classif_who	classif_auto_id	classif_auto_name	classif_auto_score	classif_auto_when	object_random_value	object_sunpos	sample_lat	sample_long
20130815 104223 853 000000 1067 0284			2013-08-15	10:42:23	https://ecotaxa.obs-vlfr.fr/			validated	Lucie Bourreau	lucie.bourreau.1@ulaval.ca	2025-02-12	14:56:50	female+ventral<Metridia longa	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Metridinidae>Metridia>Metridia longa>female+ventral		False	MlongFdors	20130815 104223 853		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1761365__	__DUMMY_ID__492333__		502949070	1761365	1761365	492333	94449	1904		Metridia longa			-375287198	?		
20130815 104223 886 000000 0871 0344			2013-08-15	10:42:23	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-20	18:43:35	cvstage+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>cvstage+lateral		False	ChypVlat	20130815 104223 886		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1760371__	__DUMMY_ID__491339__		502948061	1760371	1760371	491339	94414	489		Calanus hyperboreus			1874481602	?		
20130815 104223 919 000000 0375 0288			2013-08-15	10:42:23	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-26	18:06:04	female+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>female+lateral		False	ChypFlat	20130815 104223 919		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1760692__	__DUMMY_ID__491660__		502948385	1760692	1760692	491660	94415	489		Calanus hyperboreus			-1275362270	?		
20130815 104226 352 000000 0135 0592			2013-08-15	10:42:26	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-10-03	01:05:25	cvstage+ventral<Calanus glacialis	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus glacialis>cvstage+ventral		False	CglacVdors	20130815 104226 352		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1760806__	__DUMMY_ID__491774__		502948500	1760806	1760806	491774	94824	489		Calanus glacialis			2073991741	?		
20130815 104228 617 000000 0559 0144			2013-08-15	10:42:28	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-19	19:40:04	cvstage+ventral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>cvstage+ventral		False	ChypVdors	20130815 104228 617		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1760228__	__DUMMY_ID__491196__		502947918	1760228	1760228	491196	94444	489		Calanus hyperboreus			-613194483	?		
20130815 104229 217 000000 0779 0184			2013-08-15	10:42:29	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-18	20:34:06	cvstage+lateral<Calanus glacialis	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus glacialis>cvstage+lateral		False	CglacVlat	20130815 104229 217		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1759638__	__DUMMY_ID__490606__		502947325	1759638	1759638	490606	94823	489		Calanus glacialis			-1676955671	?		
20130815 104229 684 000000 0327 0856			2013-08-15	10:42:29	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-19	19:00:27	cvstage+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>cvstage+lateral		False	ChypVlat	20130815 104229 684		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1760093__	__DUMMY_ID__491061__		502947780	1760093	1760093	491061	94414	489		Calanus hyperboreus			144448162	?		
20130815 104230 417 000000 1072 0472			2013-08-15	10:42:30	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-18	20:20:45	cvstage+lateral<Calanus glacialis	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus glacialis>cvstage+lateral		False	CglacVlat	20130815 104230 417		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1759513__	__DUMMY_ID__490481__		502947200	1759513	1759513	490481	94823	489		Calanus glacialis			507372966	?		
20130815 104231 683 000000 0335 0396			2013-08-15	10:42:31	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-20	18:43:35	female+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>female+lateral		False	ChypFlat	20130815 104231 683		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1760322__	__DUMMY_ID__491290__		502948012	1760322	1760322	491290	94415	489		Calanus hyperboreus			-1243102209	?		
20130815 104232 482 000000 0227 0860			2013-08-15	10:42:32	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-19	16:58:49	cvstage+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>cvstage+lateral		False	ChypVlat	20130815 104232 482		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1760046__	__DUMMY_ID__491014__		502947733	1760046	1760046	491014	94414	489		Calanus hyperboreus			-769046752	?		
20130815 104234 248 000000 1072 0684			2013-08-15	10:42:34	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-18	20:34:06	cvstage+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>cvstage+lateral		False	ChypVlat	20130815 104234 248		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1759676__	__DUMMY_ID__490644__		502947363	1759676	1759676	490644	94414	489		Calanus hyperboreus			-1928014941	?		
20130815 104234 482 000001 0099 0724			2013-08-15	10:42:34	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-18	20:03:22	cvstage+ventral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>cvstage+ventral		False	ChypVdors	20130815 104234 482		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1759480__	__DUMMY_ID__490448__		502947167	1759480	1759480	490448	94444	489		Calanus hyperboreus			-1154170183	?		
20130815 104234 948 000002 0139 0724			2013-08-15	10:42:34	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-18	20:20:45	cvstage+ventral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>cvstage+ventral		False	ChypVdors	20130815 104234 948		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1759516__	__DUMMY_ID__490484__		502947203	1759516	1759516	490484	94444	489		Calanus hyperboreus			-999939137	?		
20130815 104235 481 000000 0223 0152			2013-08-15	10:42:35	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-10-17	12:58:46	cvstage+lateral<Calanus glacialis	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus glacialis>cvstage+lateral		False	CglacVlat	20130815 104235 481		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1761024__	__DUMMY_ID__491992__		502948724	1761024	1761024	491992	94823	489		Calanus glacialis			1437277302	?		
20130815 104236 281 000002 0999 0512			2013-08-15	10:42:36	https://ecotaxa.obs-vlfr.fr/			validated	Lucie Bourreau	lucie.bourreau.1@ulaval.ca	2025-02-12	14:37:43	cvstage+lateral<Calanus glacialis	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus glacialis>cvstage+lateral		False	CglacVlat	20130815 104236 281		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1761118__	__DUMMY_ID__492086__		502948821	1761118	1761118	492086	94823	1904		Calanus glacialis			1289321205	?		
20130815 104238 846 000000 0247 0872			2013-08-15	10:42:38	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-26	18:10:15	civstage+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>civstage+lateral		False	ChypIVlat	20130815 104238 846		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1760711__	__DUMMY_ID__491679__		502948405	1760711	1760711	491679	94413	489		Calanus hyperboreus			-2025496916	?		
20130815 104240 479 000000 0935 0524			2013-08-15	10:42:40	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-18	20:34:06	cvstage+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>cvstage+lateral		False	ChypVlat	20130815 104240 479		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1759647__	__DUMMY_ID__490615__		502947334	1759647	1759647	490615	94414	489		Calanus hyperboreus			-1443638132	?		
20130815 104240 979 000000 0547 0200			2013-08-15	10:42:40	https://ecotaxa.obs-vlfr.fr/			validated	Lucie Bourreau	lucie.bourreau.1@ulaval.ca	2025-02-12	14:55:47	cvstage+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>cvstage+lateral		False	ChypVlat	20130815 104240 979		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1761578__	__DUMMY_ID__492546__		502949288	1761578	1761578	492546	94414	1904		Calanus hyperboreus			1007083836	?		
20130815 104241 645 000000 0179 0600			2013-08-15	10:42:41	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-20	18:57:07	cvstage+lateral<Calanus glacialis	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus glacialis>cvstage+lateral		False	CglacVlat	20130815 104241 645		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1760440__	__DUMMY_ID__491408__		502948130	1760440	1760440	491408	94823	489		Calanus glacialis			-1607452717	?		
20130815 104243 545 000001 0147 0848			2013-08-15	10:42:43	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-18	20:34:06	cvstage+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>cvstage+lateral		False	ChypVlat	20130815 104243 545		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1759607__	__DUMMY_ID__490575__		502947294	1759607	1759607	490575	94414	489		Calanus hyperboreus			-989982661	?		
20130815 104243 999 000000 0895 0376			2013-08-15	10:42:43	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-10-03	01:05:25	cvstage+lateral<Calanus glacialis	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus glacialis>cvstage+lateral		False	CglacVlat	20130815 104243 999		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1760784__	__DUMMY_ID__491752__		502948478	1760784	1760784	491752	94823	489		Calanus glacialis			1650587147	?		
20130815 104244 711 000000 0215 0300			2013-08-15	10:42:44	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-18	20:03:22	female+lateral<Metridia longa	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Metridinidae>Metridia>Metridia longa>female+lateral		False	MlongFlat	20130815 104244 711		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1759476__	__DUMMY_ID__490444__		502947163	1759476	1759476	490444	94410	489		Metridia longa			1284237269	?		
20130815 104246 577 000000 0735 0188			2013-08-15	10:42:46	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-18	21:00:26	female+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>female+lateral		False	ChypMlat	20130815 104246 577		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1759830__	__DUMMY_ID__490798__		502947517	1759830	1759830	490798	94415	489		Calanus hyperboreus			-1213429067	?		
20130815 104246 810 000000 0651 0472			2013-08-15	10:42:46	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-18	20:34:06	female+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>female+lateral		False	ChypMlat	20130815 104246 810		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1759531__	__DUMMY_ID__490499__		502947218	1759531	1759531	490499	94415	489		Calanus hyperboreus			762496603	?		
20130815 104246 999 000000 0491 0184			2013-08-15	10:42:46	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-18	20:20:45	female+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>female+lateral		False	ChypFlat	20130815 104246 999		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1759582__	__DUMMY_ID__490550__		502947269	1759582	1759582	490550	94415	489		Calanus hyperboreus			-1939308578	?		
20130815 104258 272 000000 0251 0264			2013-08-15	10:42:58	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-20	18:43:35	cvstage+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>cvstage+lateral		False	ChypVlat	20130815 104258 272		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1760366__	__DUMMY_ID__491334__		502948056	1760366	1760366	491334	94414	489		Calanus hyperboreus			108151199	?		
20130815 104259 104 000000 0119 0620			2013-08-15	10:42:59	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-18	20:50:50	cvstage+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>cvstage+lateral		False	ChypVlat	20130815 104259 104		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1759806__	__DUMMY_ID__490774__		502947493	1759806	1759806	490774	94414	489		Calanus hyperboreus			270954528	?		
20130815 104259 237 000001 1072 0680			2013-08-15	10:42:59	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-10-03	01:05:25	cvstage+ventral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>cvstage+ventral		False	ChypVdors	20130815 104259 237		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1760824__	__DUMMY_ID__491792__		502948518	1760824	1760824	491792	94444	489		Calanus hyperboreus			611505562	?		
20130815 104259 238 000000 0923 0628			2013-08-15	10:42:59	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-18	21:00:26	female+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>female+lateral		False	ChypFlat	20130815 104259 238		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1759845__	__DUMMY_ID__490813__		502947532	1759845	1759845	490813	94415	489		Calanus hyperboreus			1397328114	?		
20130815 104259 405 000000 0999 0524			2013-08-15	10:42:59	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-21	13:32:11	cvstage+lateral<Calanus glacialis	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus glacialis>cvstage+lateral		False	CglacVlat	20130815 104259 405		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1760572__	__DUMMY_ID__491540__		502948263	1760572	1760572	491540	94823	489		Calanus glacialis			-1897059198	?		
20130815 104300 664 000000 0529 0208			2013-08-15	10:43:00	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-18	20:20:45	civstage+ventral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>civstage+ventral		False	ChypIVdors	20130815 104300 664		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1759571__	__DUMMY_ID__490539__		502947258	1759571	1759571	490539	94416	489		Calanus hyperboreus			367793996	?		
20130815 104300 797 000000 0069 0716			2013-08-15	10:43:00	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-18	20:50:50	civstage+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>civstage+lateral		False	ChypIVlat	20130815 104300 797		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1759749__	__DUMMY_ID__490717__		502947436	1759749	1759749	490717	94413	489		Calanus hyperboreus			-705620681	?		
20130815 104302 903 000000 0119 0868			2013-08-15	10:43:02	https://ecotaxa.obs-vlfr.fr/			validated	Frédéric Maps	frederic.maps@bio.ulaval.ca	2023-09-18	20:20:45	civstage+lateral<Calanus hyperboreus	Biota>Animalia>Arthropoda>Crustacea>Multicrustacea>Copepoda>Neocopepoda>Gymnoplea>Calanoida>Calanidae>Calanus>Calanus hyperboreus>civstage+lateral		False	ChypIVlat	20130815 104302 903		1.0	ArcticNet2013	Amundsen	101	__DUMMY_ID__1759494__	__DUMMY_ID__490462__		502947181	1759494	1759494	490462	94413	489		Calanus hyperboreus			404349502	?		
