sampling_year,deployment_id,sampling_platform,station_name,deployment_datetime_start,deployment_datetime_end,gear,tow_type,cast_number,bottom_depth,latitude,longitude,deployment_comments,net_mesh_size,net_mouth_aperture,max_sample_depth,min_sample_depth,depth_calc_net_filtered_vol,flowmeter_calc_vol,NET_COMMENTS,number_of_nets,sample_nets,sample_id,net_sampling_ids,subsampling_quantity,subsampling_unit,sample_comments,analysis_id,analysis_type,analysis_contract,analysis_datetime,analysis_protocol_id,analysis_comments
2010,700,CCGS Amundsen,735,2010-07-16 01:49:20,2010-07-16 02:01:00,4x1m2,V-Tow,1,184,56.7927,-80.8357,"Pluvieux, plutôt venteux",500,1,174,0,174,NA,"Pluvieux, plutôt venteux",1,1,2260,1871,NA,ratio of original catch,"Pluvieux, plutôt venteux",NA,NA,NA,NA,NA,NA
2010,700,CCGS Amundsen,735,2010-07-16 01:49:20,2010-07-16 02:01:00,4x1m2,V-Tow,1,184,56.7927,-80.8357,"Pluvieux, plutôt venteux",200,1,174,0,174,NA,"Pluvieux, plutôt venteux, Macrozooplancton dans pot à part (125mL dans boîte 1)",1,2,2261,1872,0.5,ratio of original catch,"Pluvieux, plutôt venteux, Macrozooplancton dans pot à part (125mL dans boîte 1)",86,zooplankton taxonomic analysis,Legacy Labo Fortier,2011-03-01 00:00:00,"std taxo analysis protocol - 2 fractions: large(>1mm), small",Legacy zooplankton taxonomic analysis entered on an ACCESS database
2010,700,CCGS Amundsen,735,2010-07-16 01:49:20,2010-07-16 02:01:00,4x1m2,V-Tow,1,184,56.7927,-80.8357,"Pluvieux, plutôt venteux",50,0.0079,174,0,1.3746,NA,"Pluvieux, plutôt venteux",1,6,2266,1876,NA,ratio of original catch,"Pluvieux, plutôt venteux",NA,NA,NA,NA,NA,NA
2010,701,CCGS Amundsen,735,2010-07-16 02:29:03,2010-07-16 02:43:00,2x1m2,O-Tow,1,NA,56.7887,-80.824,,500,1,90,0,NA,NA,"Pluvieux, plutôt venteux. Un trait a été fait mais n'a pas fonctionné, donc un deuxième a été effectué",1,2,2268,1878,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,701,CCGS Amundsen,735,2010-07-16 02:29:03,2010-07-16 02:43:00,2x1m2,O-Tow,1,NA,56.7887,-80.824,,50,0.0079,90,0,NA,NA,"Pluvieux, plutôt venteux. Un trait a été fait mais n'a pas fonctionné, donc un deuxième a été effectué",1,3,2269,1879,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,702,CCGS Amundsen,745,2010-07-17 04:39:18,2010-07-17 04:50:35,4x1m2,V-Tow,1,186,60.5067,-85.014,Il y avait du courant,500,1,176,0,176,NA,Il y avait du courant,1,1,2270,1880,NA,ratio of original catch,Il y avait du courant,NA,NA,NA,NA,NA,NA
2010,702,CCGS Amundsen,745,2010-07-17 04:39:18,2010-07-17 04:50:35,4x1m2,V-Tow,1,186,60.5067,-85.014,Il y avait du courant,200,1,176,0,176,51.15,Il y avait du courant,1,2,2271,1881,0.5,ratio of original catch,Il y avait du courant,87,zooplankton taxonomic analysis,Legacy Labo Fortier,2011-03-01 00:00:00,"std taxo analysis protocol - 2 fractions: large(>1mm), small",Legacy zooplankton taxonomic analysis entered on an ACCESS database
2010,702,CCGS Amundsen,745,2010-07-17 04:39:18,2010-07-17 04:50:35,4x1m2,V-Tow,1,186,60.5067,-85.014,Il y avait du courant,50,0.0079,176,0,1.3904,NA,Il y avait du courant,1,6,2276,1885,NA,ratio of original catch,Il y avait du courant,NA,NA,NA,NA,NA,NA
2010,703,CCGS Amundsen,745,2010-07-17 05:05:21,2010-07-17 05:19:24,2x1m2,O-Tow,1,NA,60.5067,-85.0138,,500,1,90,0,NA,971.85,Il y avait du courant,1,2,2279,1887,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,703,CCGS Amundsen,745,2010-07-17 05:05:21,2010-07-17 05:19:24,2x1m2,O-Tow,1,NA,60.5067,-85.0138,,50,0.0079,90,0,NA,NA,Il y avait du courant,1,3,2280,1888,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,704,CCGS Amundsen,765,2010-07-18 12:38:06,2010-07-18 12:45:03,4x1m2,V-Tow,1,103,62.3097,-90.6605,"Ensoleillé, pas de vague",500,1,93,0,93,7.75,"Ensoleillé, pas de vague",1,1,2281,1889,NA,ratio of original catch,"Ensoleillé, pas de vague",NA,NA,NA,NA,NA,NA
2010,704,CCGS Amundsen,765,2010-07-18 12:38:06,2010-07-18 12:45:03,4x1m2,V-Tow,1,103,62.3097,-90.6605,"Ensoleillé, pas de vague",200,1,93,0,93,4.65,"Ensoleillé, pas de vague",1,2,2283,1890,0.5,ratio of original catch,"Ensoleillé, pas de vague",88,zooplankton taxonomic analysis,Legacy Labo Fortier,2011-03-02 00:00:00,"std taxo analysis protocol - 2 fractions: large(>1mm), small",Legacy zooplankton taxonomic analysis entered on an ACCESS database
2010,704,CCGS Amundsen,765,2010-07-18 12:38:06,2010-07-18 12:45:03,4x1m2,V-Tow,1,103,62.3097,-90.6605,"Ensoleillé, pas de vague",50,0.0079,93,0,0.7347,NA,"Ensoleillé, pas de vague",1,6,2287,1894,NA,ratio of original catch,"Ensoleillé, pas de vague",NA,NA,NA,NA,NA,NA
2010,705,CCGS Amundsen,765,2010-07-18 13:01:07,2010-07-18 13:16:07,2x1m2,O-Tow,1,NA,62.3073,-90.6605,,500,1,90,0,NA,548.7,"Ensoleillé, pas de vague",1,2,22055,1896,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,705,CCGS Amundsen,765,2010-07-18 13:01:07,2010-07-18 13:16:07,2x1m2,O-Tow,1,NA,62.3073,-90.6605,,50,0.0079,90,0,NA,NA,"Ensoleillé, pas de vague",1,3,22056,1897,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,706,CCGS Amundsen,707,2010-07-19 07:32:03,2010-07-19 07:39:15,4x1m2,V-Tow,1,106,59.969,-91.95,"Dégagé, pas de vague, Cable un peu vers l'avant",500,1,96,0,96,108.5,"Dégagé, pas de vague, Cable un peu vers l'avant",1,1,22057,1898,NA,ratio of original catch,"Dégagé, pas de vague, Cable un peu vers l'avant",NA,NA,NA,NA,NA,NA
2010,706,CCGS Amundsen,707,2010-07-19 07:32:03,2010-07-19 07:39:15,4x1m2,V-Tow,1,106,59.969,-91.95,"Dégagé, pas de vague, Cable un peu vers l'avant",200,1,96,0,96,1.55,"Dégagé, pas de vague, Cable un peu vers l'avant",1,2,22059,1899,0.5,ratio of original catch,"Dégagé, pas de vague, Cable un peu vers l'avant",89,zooplankton taxonomic analysis,Legacy Labo Fortier,2011-03-03 00:00:00,"std taxo analysis protocol - 2 fractions: large(>1mm), small",Legacy zooplankton taxonomic analysis entered on an ACCESS database
2010,706,CCGS Amundsen,707,2010-07-19 07:32:03,2010-07-19 07:39:15,4x1m2,V-Tow,1,106,59.969,-91.95,"Dégagé, pas de vague, Cable un peu vers l'avant",50,0.0079,96,0,0.7584,NA,"Dégagé, pas de vague, Cable un peu vers l'avant",1,6,6996,1903,NA,ratio of original catch,"Dégagé, pas de vague, Cable un peu vers l'avant",NA,NA,NA,NA,NA,NA
2010,707,CCGS Amundsen,707,2010-07-19 08:12:27,2010-07-19 08:26:34,2x1m2,O-Tow,1,NA,59.9775,-91.9384,,500,1,90,0,NA,1064.85,"Dégagé, pas de vague. Remonté et descendu au début car filet allait à l'envers",1,2,6998,1905,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,707,CCGS Amundsen,707,2010-07-19 08:12:27,2010-07-19 08:26:34,2x1m2,O-Tow,1,NA,59.9775,-91.9384,,50,0.0079,90,0,NA,NA,"Dégagé, pas de vague. Remonté et descendu au début car filet allait à l'envers",1,3,6999,1906,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,708,CCGS Amundsen,706,2010-07-21 18:28:04,2010-07-21 18:33:24,4x1m2,V-Tow,1,78,58.7825,-91.5392,"Dégagé, pas de vague",500,1,68,0,68,3.875,"Dégagé, pas de vague",1,1,7000,1907,NA,ratio of original catch,"Dégagé, pas de vague",NA,NA,NA,NA,NA,NA
2010,708,CCGS Amundsen,706,2010-07-21 18:28:04,2010-07-21 18:33:24,4x1m2,V-Tow,1,78,58.7825,-91.5392,"Dégagé, pas de vague",200,1,68,0,68,4.65,"Dégagé, pas de vague, Le 200 microns a été échappé (non-quantitatif, conservé).Remplacé par filet ringnet 75cm, 200um de Joannie Ferland",1,2,7001,1908,0.5,ratio of original catch,"Dégagé, pas de vague, Le 200 microns a été échappé (non-quantitatif, conservé).Remplacé par filet ringnet 75cm, 200um de Joannie Ferland",NA,NA,NA,NA,NA,NA
2010,708,CCGS Amundsen,706,2010-07-21 18:28:04,2010-07-21 18:33:24,4x1m2,V-Tow,1,78,58.7825,-91.5392,"Dégagé, pas de vague",50,0.0079,68,0,0.5372,NA,"Dégagé, pas de vague",1,6,7006,1912,NA,ratio of original catch,"Dégagé, pas de vague",NA,NA,NA,NA,NA,NA
2010,709,CCGS Amundsen,706,2010-07-21 18:54:10,2010-07-21 19:03:47,2x1m2,O-Tow,1,NA,58.776,-91.54,,500,1,60,0,NA,667.275,"Dégagé, pas de vague",1,2,10795,1914,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,709,CCGS Amundsen,706,2010-07-21 18:54:10,2010-07-21 19:03:47,2x1m2,O-Tow,1,NA,58.776,-91.54,,50,0.0079,60,0,NA,NA,"Dégagé, pas de vague",1,3,10796,1915,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,2683,CCGS Amundsen,B8,2010-07-22 14:15:00,2010-07-22 14:35:10,Ringnet 1m,O-Tow,1,19,57.144,-92.3883,"Dégagé, pas de vague. Deux filets ont été faits à la même station",500,0.1964,NA,0,NA,NA,NA,1,0,43369,13970,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2010,710,CCGS Amundsen,705a,2010-07-22 14:29:50,2010-07-22 14:33:54,4x1m2,V-Tow,1,35,57.425,-91.8917,"Dégagé, pas de vague, Filet sous bateau à la remontée",500,1,25,0,25,NA,"Dégagé, pas de vague, Filet sous bateau à la remontée",1,1,10797,1916,NA,ratio of original catch,"Dégagé, pas de vague, Filet sous bateau à la remontée",NA,NA,NA,NA,NA,NA
2010,710,CCGS Amundsen,705a,2010-07-22 14:29:50,2010-07-22 14:33:54,4x1m2,V-Tow,1,35,57.425,-91.8917,"Dégagé, pas de vague, Filet sous bateau à la remontée",200,1,25,0,25,28.675,"Dégagé, pas de vague, Filet sous bateau à la remontée",1,2,10799,1917,0.5,ratio of original catch,"Dégagé, pas de vague, Filet sous bateau à la remontée",90,zooplankton taxonomic analysis,Legacy Labo Fortier,2011-03-04 00:00:00,"std taxo analysis protocol - 2 fractions: large(>1mm), small",Legacy zooplankton taxonomic analysis entered on an ACCESS database
2010,710,CCGS Amundsen,705a,2010-07-22 14:29:50,2010-07-22 14:33:54,4x1m2,V-Tow,1,35,57.425,-91.8917,"Dégagé, pas de vague, Filet sous bateau à la remontée",50,0.0079,25,0,0.1975,NA,"Dégagé, pas de vague, Filet sous bateau à la remontée",1,6,10803,1921,NA,ratio of original catch,"Dégagé, pas de vague, Filet sous bateau à la remontée",NA,NA,NA,NA,NA,NA
2010,2684,CCGS Amundsen,B8,2010-07-22 14:54:04,2010-07-22 15:09:00,Ringnet 1m,O-Tow,2,18,57.1442,-92.3989,"Dégagé, pas de vague. Deux filets ont été faits à la même station",500,0.1964,NA,0,NA,NA,NA,1,0,43370,13971,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2010,2685,CCGS Amundsen,D7,2010-07-22 17:57:13,2010-07-22 18:15:12,Ringnet 1m,O-Tow,1,14,57.2167,-91.9023,"Dégagé, pas de vague",500,0.1964,NA,0,NA,NA,NA,1,0,43371,13972,1,ratio of original catch,NA,NA,NA,NA,NA,NA,NA
2010,711,CCGS Amundsen,705a,2010-07-23 11:41:59,2010-07-23 11:46:30,2x1m2,O-Tow,1,NA,57.4162,-91.888,,500,1,15,0,NA,362.7,"Dégagé, pas de vague. C'est un filet W. L'info dans la case est la première descente et celle en commentaire est la deuxième descente",1,2,7054,1923,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,711,CCGS Amundsen,705a,2010-07-23 11:41:59,2010-07-23 11:46:30,2x1m2,O-Tow,1,NA,57.4162,-91.888,,50,0.0079,15,0,NA,NA,"Dégagé, pas de vague. C'est un filet W. L'info dans la case est la première descente et celle en commentaire est la deuxième descente",1,3,7055,1924,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,712,CCGS Amundsen,705,2010-07-24 13:29:59,2010-07-24 13:34:42,4x1m2,V-Tow,1,57,57.6652,-91.6052,"Dégagé, pas de vague, Les 20 premiers mètres ont été remontés à 20m/min.",500,1,47,0,47,15.5,"Dégagé, pas de vague, Les 20 premiers mètres ont été remontés à 20m/min.",1,1,10813,1925,NA,ratio of original catch,"Dégagé, pas de vague, Les 20 premiers mètres ont été remontés à 20m/min.",NA,NA,NA,NA,NA,NA
2010,712,CCGS Amundsen,705,2010-07-24 13:29:59,2010-07-24 13:34:42,4x1m2,V-Tow,1,57,57.6652,-91.6052,"Dégagé, pas de vague, Les 20 premiers mètres ont été remontés à 20m/min.",200,1,47,0,47,21.7,"Dégagé, pas de vague, Les 20 premiers mètres ont été remontés à 20m/min.",1,2,10814,1926,0.5,ratio of original catch,"Dégagé, pas de vague, Les 20 premiers mètres ont été remontés à 20m/min.",91,zooplankton taxonomic analysis,Legacy Labo Fortier,2011-03-03 00:00:00,"std taxo analysis protocol - 2 fractions: large(>1mm), small",Legacy zooplankton taxonomic analysis entered on an ACCESS database
2010,712,CCGS Amundsen,705,2010-07-24 13:29:59,2010-07-24 13:34:42,4x1m2,V-Tow,1,57,57.6652,-91.6052,"Dégagé, pas de vague, Les 20 premiers mètres ont été remontés à 20m/min.",50,0.0079,47,0,0.3713,NA,"Dégagé, pas de vague, Les 20 premiers mètres ont été remontés à 20m/min.",1,6,10819,1930,NA,ratio of original catch,"Dégagé, pas de vague, Les 20 premiers mètres ont été remontés à 20m/min.",NA,NA,NA,NA,NA,NA
2010,713,CCGS Amundsen,705,2010-07-24 14:00:34,2010-07-24 14:06:16,2x1m2,O-Tow,1,NA,57.6628,-91.6018,,500,1,40,0,NA,480.5,"Dégagé, pas de vague. La vitesse du bateau a oscillé entre 2.7 et 3 nœuds",1,2,10825,1932,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,713,CCGS Amundsen,705,2010-07-24 14:00:34,2010-07-24 14:06:16,2x1m2,O-Tow,1,NA,57.6628,-91.6018,,50,0.0079,40,0,NA,NA,"Dégagé, pas de vague. La vitesse du bateau a oscillé entre 2.7 et 3 nœuds",1,3,10826,1933,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,714,CCGS Amundsen,790,2010-07-28 08:17:43,2010-07-28 08:21:20,4x1m2,V-Tow,1,40,57.2477,-88.8808,Nuageux,500,1,30,0,30,NA,Nuageux,1,1,10827,1934,NA,ratio of original catch,Nuageux,NA,NA,NA,NA,NA,NA
2010,714,CCGS Amundsen,790,2010-07-28 08:17:43,2010-07-28 08:21:20,4x1m2,V-Tow,1,40,57.2477,-88.8808,Nuageux,200,1,30,0,30,NA,Nuageux,1,2,10828,1935,0.5,ratio of original catch,Nuageux,92,zooplankton taxonomic analysis,Legacy Labo Fortier,2011-03-03 00:00:00,"std taxo analysis protocol - 2 fractions: large(>1mm), small",Legacy zooplankton taxonomic analysis entered on an ACCESS database
2010,714,CCGS Amundsen,790,2010-07-28 08:17:43,2010-07-28 08:21:20,4x1m2,V-Tow,1,40,57.2477,-88.8808,Nuageux,50,0.0079,30,0,0.237,NA,Nuageux,1,6,10833,1939,NA,ratio of original catch,Nuageux,NA,NA,NA,NA,NA,NA
2010,715,CCGS Amundsen,790,2010-07-28 08:58:16,2010-07-28 09:07:19,2x1m2,O-Tow,1,NA,57.2471,-88.8739,,500,1,25,0,NA,593.65,"Nuageux. Filet en W. L'information dans la case est celle de la première descente, celle en commentaire est de la deuxième descente.",1,2,2340,1941,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,715,CCGS Amundsen,790,2010-07-28 08:58:16,2010-07-28 09:07:19,2x1m2,O-Tow,1,NA,57.2471,-88.8739,,50,0.0079,25,0,NA,NA,"Nuageux. Filet en W. L'information dans la case est celle de la première descente, celle en commentaire est de la deuxième descente.",1,3,2341,1942,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,716,CCGS Amundsen,820,2010-07-29 03:24:03,2010-07-29 03:28:40,4x1m2,V-Tow,1,53,55.6925,-84.893,"Nuageux, venteux, fortes vagues",500,1,43,0,43,NA,"Nuageux, venteux, fortes vagues",1,1,2342,1943,NA,ratio of original catch,"Nuageux, venteux, fortes vagues",NA,NA,NA,NA,NA,NA
2010,716,CCGS Amundsen,820,2010-07-29 03:24:03,2010-07-29 03:28:40,4x1m2,V-Tow,1,53,55.6925,-84.893,"Nuageux, venteux, fortes vagues",200,1,43,0,43,NA,"Nuageux, venteux, fortes vagues",1,2,2346,1944,0.5,ratio of original catch,"Nuageux, venteux, fortes vagues",93,zooplankton taxonomic analysis,Legacy Labo Fortier,2011-02-28 00:00:00,"std taxo analysis protocol - 2 fractions: large(>1mm), small",Legacy zooplankton taxonomic analysis entered on an ACCESS database
2010,716,CCGS Amundsen,820,2010-07-29 03:24:03,2010-07-29 03:28:40,4x1m2,V-Tow,1,53,55.6925,-84.893,"Nuageux, venteux, fortes vagues",50,0.0079,43,0,0.3397,NA,"Nuageux, venteux, fortes vagues",1,6,2350,1948,NA,ratio of original catch,"Nuageux, venteux, fortes vagues",NA,NA,NA,NA,NA,NA
2010,717,CCGS Amundsen,840,2010-07-30 00:45:00,2010-07-30 00:56:33,4x1m2,V-Tow,1,177,58.4122,-83.3013,"Quelques nuages, faibles vagues",500,1,167,0,167,1.55,"Quelques nuages, faibles vagues",1,1,2351,1949,NA,ratio of original catch,"Quelques nuages, faibles vagues",NA,NA,NA,NA,NA,NA
2010,717,CCGS Amundsen,840,2010-07-30 00:45:00,2010-07-30 00:56:33,4x1m2,V-Tow,1,177,58.4122,-83.3013,"Quelques nuages, faibles vagues",200,1,167,0,167,3.41,"Quelques nuages, faibles vagues",1,2,2352,1950,0.5,ratio of original catch,"Quelques nuages, faibles vagues",94,zooplankton taxonomic analysis,Legacy Labo Fortier,2011-03-03 00:00:00,"std taxo analysis protocol - 2 fractions: large(>1mm), small",Legacy zooplankton taxonomic analysis entered on an ACCESS database
2010,717,CCGS Amundsen,840,2010-07-30 00:45:00,2010-07-30 00:56:33,4x1m2,V-Tow,1,177,58.4122,-83.3013,"Quelques nuages, faibles vagues",50,0.0079,167,0,1.3193,NA,"Quelques nuages, faibles vagues",1,6,2357,1954,NA,ratio of original catch,"Quelques nuages, faibles vagues",NA,NA,NA,NA,NA,NA
2010,718,CCGS Amundsen,840,2010-07-30 01:13:01,2010-07-30 01:28:38,2x1m2,O-Tow,1,NA,58.4145,-83.3053,,750,1,90,0,NA,1206.9,"Quelques nuages, faibles vagues",1,1,2358,1955,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,718,CCGS Amundsen,840,2010-07-30 01:13:01,2010-07-30 01:28:38,2x1m2,O-Tow,1,NA,58.4145,-83.3053,,500,1,90,0,NA,1176.45,"Quelques nuages, faibles vagues",1,2,2359,1956,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
2010,718,CCGS Amundsen,840,2010-07-30 01:13:01,2010-07-30 01:28:38,2x1m2,O-Tow,1,NA,58.4145,-83.3053,,50,0.0079,90,0,NA,NA,"Quelques nuages, faibles vagues",1,3,2360,1957,1,ratio of original catch,,NA,NA,NA,NA,NA,NA
