SAMPLE_ID,ANALYSIS_ID,ANALYSIS_CONTRACT,STATION_NAME,DEPLOYMENT_DATE_START,DEPLOYMENT_TIME_START,CAST_NUMBER,GEAR,TOW_TYPE,NET_MESH_SIZE,SAMPLING_NET_ID,MIN_SAMPLE_DEPTH,MAX_SAMPLE_DEPTH,ZOOPLANKTON_CATEGORY,TAXON_ID,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,TAXON_LIFE_DEVELOPMENT_STAGE,TAXON_SIZE_CATEGORY,Large Fract (ind./m3 depth vol),Small Fract (ind./m3 depth vol),Total abundance (ind./m3 depth vol),DEPTH_CALC_VOL,Large Fract (ind./m3 flowmeter vol),Small Fract (ind./m3 flowmeter vol),Total abundance (ind./m3 flowmeter vol),FLOWMETER_CALC_VOL
21916,82,Legacy Labo Fortier,350,2010-07-09,17:11:50,1,4x1m2,V-Tow,200,2,0,370,non-copepod,Themisto abyssorum,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Not defined,Not Sized,0.345945946,0,0.345945946,370,0.316400939,0,0.316400939,404.55
21916,82,Legacy Labo Fortier,350,2010-07-09,17:11:50,1,4x1m2,V-Tow,200,2,0,370,non-copepod,Themisto libellula,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Not defined,Not Sized,0.172972973,0,0.172972973,370,0.15820047,0,0.15820047,404.55
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,copepod,Calanus glacialis,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Copepodid,Not Sized,12.54794521,115.0684932,127.6164384,73,393.9784946,3612.903226,4006.88172,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,copepod,Calanus hyperboreus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Copepodid,Not Sized,0.219178082,0,0.219178082,73,6.88172043,0,6.88172043,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,copepod,Calanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Nauplius,Not Sized,0.109589041,115.0684932,115.1780822,73,3.440860215,3612.903226,3616.344086,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,copepod,Metridia longa,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Copepodid,Not Sized,1.863013699,0,1.863013699,73,58.49462366,0,58.49462366,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,copepod,Metridia longa,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Nauplius,Not Sized,0.054794521,61.36986301,61.42465753,73,1.720430108,1926.88172,1928.602151,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,copepod,Microcalanus pusillus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Copepodid,Not Sized,0,675.0684932,675.0684932,73,0,21195.69892,21195.69892,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,copepod,Microcalanus pygmaeus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Copepodid,Not Sized,0.547945205,0,0.547945205,73,17.20430108,0,17.20430108,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,copepod,Microsetella sp.,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Copepodid,Not Sized,0.054794521,0,0.054794521,73,1.720430108,0,1.720430108,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,copepod,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Copepodid,Not Sized,0.767123288,383.5616438,384.3287671,73,24.08602151,12043.01075,12067.09677,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,copepod,Oncaea notopus/parila,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Copepodid,Not Sized,0.054794521,7.671232877,7.726027397,73,1.720430108,240.8602151,242.5806452,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,copepod,Pseudocalanus acuspes,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Copepodid,Not Sized,0.821917808,92.05479452,92.87671233,73,25.80645161,2890.322581,2916.129032,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,copepod,Pseudocalanus elongatus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Copepodid,Not Sized,0.493150685,76.71232877,77.20547945,73,15.48387097,2408.602151,2424.086022,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,copepod,Pseudocalanus minutus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Copepodid,Not Sized,0.931506849,322.1917808,323.1232877,73,29.24731183,10116.12903,10145.37634,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,copepod,Pseudocalanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Nauplius,Not Sized,0.054794521,176.4383562,176.4931507,73,1.720430108,5539.784946,5541.505376,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,copepod,Triconia borealis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Copepodid,Not Sized,1.315068493,483.2876712,484.6027397,73,41.29032258,15174.19355,15215.48387,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,egg-like,Animalia,NA,NA,NA,NA,NA,Egg,417,0.054794521,38.35616438,38.4109589,73,1.720430108,1204.301075,1206.021505,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,egg-like,Animalia,NA,NA,NA,NA,NA,Egg,576,0,84.38356164,84.38356164,73,0,2649.462366,2649.462366,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,non-copepod,Aeginopsis laurentii,Animalia,Cnidaria,Hydrozoa,Narcomedusae,Solmundaeginidae,Not defined,Not Sized,0.054794521,0,0.054794521,73,1.720430108,0,1.720430108,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,non-copepod,Aglantha digitale,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Not defined,Not Sized,1.205479452,0,1.205479452,73,37.84946237,0,37.84946237,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,non-copepod,Bougainvilliidae,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Not defined,Not Sized,0.109589041,0,0.109589041,73,3.440860215,0,3.440860215,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,non-copepod,Cirripedia,Animalia,Arthropoda,Thecostraca,,,Cypris,Not Sized,0.328767123,0,0.328767123,73,10.32258065,0,10.32258065,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,non-copepod,Cirripedia,Animalia,Arthropoda,Thecostraca,,,Nauplius,Not Sized,0,23.01369863,23.01369863,73,0,722.5806452,722.5806452,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,non-copepod,Fritillaria sp.,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Not defined,Not Sized,0,23.01369863,23.01369863,73,0,722.5806452,722.5806452,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,non-copepod,Limacina helicina,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Not defined,Not Sized,0.054794521,7.671232877,7.726027397,73,1.720430108,240.8602151,242.5806452,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,non-copepod,Parasagitta elegans,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Not defined,Not Sized,7.780821918,7.671232877,15.45205479,73,244.3010753,240.8602151,485.1612903,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,non-copepod,Themisto abyssorum,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Not defined,Not Sized,0.054794521,0,0.054794521,73,1.720430108,0,1.720430108,2.325
21927,83,Legacy Labo Fortier,699,2010-07-11,04:36:30,1,4x1m2,V-Tow,200,2,0,73,non-copepod,Themisto libellula,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Not defined,Not Sized,0.109589041,0,0.109589041,73,3.440860215,0,3.440860215,2.325
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Acartia spp.,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Copepodid,Not Sized,0,52.03252033,52.03252033,123,0,76.46356033,76.46356033,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Calanus glacialis,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Copepodid,Not Sized,4.130081301,9.756097561,13.88617886,123,6.069295102,14.33691756,20.40621266,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Calanus hyperboreus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Copepodid,Not Sized,0,13.00813008,13.00813008,123,0,19.11589008,19.11589008,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Calanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Nauplius,Not Sized,0,29.26829268,29.26829268,123,0,43.01075269,43.01075269,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Cyclopoida,Animalia,Arthropoda,Copepoda,Cyclopoida,,Nauplius,Not Sized,0,6.504065041,6.504065041,123,0,9.557945042,9.557945042,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Harpacticoida,Animalia,Arthropoda,Copepoda,Harpacticoida,,Copepodid,Not Sized,0,6.504065041,6.504065041,123,0,9.557945042,9.557945042,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Metridia longa,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Copepodid,Not Sized,0.764227642,0,0.764227642,123,1.123058542,0,1.123058542,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Metridia longa,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Nauplius,Not Sized,0,29.26829268,29.26829268,123,0,43.01075269,43.01075269,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Microcalanus pygmaeus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Copepodid,Not Sized,0,221.1382114,221.1382114,123,0,324.9701314,324.9701314,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Microsetella sp.,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Copepodid,Not Sized,0.016260163,0,0.016260163,123,0.023894863,0,0.023894863,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Copepodid,Not Sized,0,217.8861789,217.8861789,123,0,320.1911589,320.1911589,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Oncaea notopus/parila,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Copepodid,Not Sized,0,3.25203252,3.25203252,123,0,4.778972521,4.778972521,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Pseudocalanus acuspes,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Copepodid,Not Sized,0,22.76422764,22.76422764,123,0,33.45280765,33.45280765,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Pseudocalanus elongatus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Copepodid,Not Sized,0,16.2601626,16.2601626,123,0,23.8948626,23.8948626,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Pseudocalanus minutus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Copepodid,Not Sized,0,256.9105691,256.9105691,123,0,377.5388292,377.5388292,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Pseudocalanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Nauplius,Not Sized,0,55.28455285,55.28455285,123,0,81.24253286,81.24253286,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,copepod,Triconia borealis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Copepodid,Not Sized,0,178.8617886,178.8617886,123,0,262.8434886,262.8434886,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,egg-like,Animalia,NA,NA,NA,NA,NA,Egg,167,0,3.25203252,3.25203252,123,0,4.778972521,4.778972521,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,egg-like,Animalia,NA,NA,NA,NA,NA,Egg,417,0,22.76422764,22.76422764,123,0,33.45280765,33.45280765,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,non-copepod,Aeginopsis laurentii,Animalia,Cnidaria,Hydrozoa,Narcomedusae,Solmundaeginidae,Not defined,Not Sized,0.016260163,0,0.016260163,123,0.023894863,0,0.023894863,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,non-copepod,Aglantha digitale,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Not defined,Not Sized,0.097560976,0,0.097560976,123,0.143369176,0,0.143369176,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,non-copepod,Bougainvilliidae,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Not defined,Not Sized,0.016260163,0,0.016260163,123,0.023894863,0,0.023894863,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,non-copepod,Cirripedia,Animalia,Arthropoda,Thecostraca,,,Cypris,Not Sized,0,3.25203252,3.25203252,123,0,4.778972521,4.778972521,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,non-copepod,Fritillaria sp.,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Not defined,Not Sized,0,22.76422764,22.76422764,123,0,33.45280765,33.45280765,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,non-copepod,Hyperoche sp.,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Not defined,Not Sized,0.016260163,0,0.016260163,123,0.023894863,0,0.023894863,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,non-copepod,Limacina helicina,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Not defined,Not Sized,0.211382114,0,0.211382114,123,0.310633214,0,0.310633214,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,non-copepod,Limacina helicina,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Veliger,Not Sized,0,3.25203252,3.25203252,123,0,4.778972521,4.778972521,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,non-copepod,Mysis mixta,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Not defined,Not Sized,0.016260163,0,0.016260163,123,0.023894863,0,0.023894863,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,non-copepod,Oikopleura sp.,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Not defined,Not Sized,0.048780488,3.25203252,3.300813008,123,0.071684588,4.778972521,4.850657109,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,non-copepod,Parasagitta elegans,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Not defined,Not Sized,2.74796748,3.25203252,6,123,4.03823178,4.778972521,8.817204301,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,non-copepod,Peridinium,Chromista,Myzozoa,Dinophyceae,Peridiniales,Peridiniaceae,Not defined,Not Sized,0,3.25203252,3.25203252,123,0,4.778972521,4.778972521,83.7
21942,84,Legacy Labo Fortier,702,2010-07-13,15:01:30,1,4x1m2,V-Tow,200,2,0,123,non-copepod,Themisto libellula,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Not defined,Not Sized,0.016260163,0,0.016260163,123,0.023894863,0,0.023894863,83.7
21954,85,Legacy Labo Fortier,709,2010-07-15,05:31:54,1,4x1m2,V-Tow,200,2,0,79,copepod,Acartia spp.,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Copepodid,Not Sized,0,29.53586498,29.53586498,79,0,1003.584229,1003.584229,2.325
